Time resolution is 1 ps
 Block Memory Generator module loading initial data...
 Block Memory Generator data initialization complete.
Block Memory Generator module fft_tb.fft_inst.source_inst.hanning.bram_inst.inst.\native_mem_module.blk_mem_gen_v8_4_6_inst  is using a behavioral model for simulation which will not precisely model memory collision behavior.
 Block Memory Generator module loading initial data...
 Block Memory Generator data initialization complete.
Block Memory Generator module fft_tb.fft_inst.source_inst.lfp.bram_inst2.inst.\native_mem_module.blk_mem_gen_v8_4_6_inst  is using a behavioral model for simulation which will not precisely model memory collision behavior.
$finish called at time : 30100 ns : File "G:/NERCN_LFP/FPGA_final project/DBS_FPGA/data_1_9_semi_final/data_1_9_semi_final.srcs/sim_1/new/fft_tb.v" Line 64
Time=57525000 FFT Output: Real=00000000000, Imag=009e7dd7920
Time=59175000 FFT Output: Real=00002d14a4d, Imag=0000147895c
Time=59225000 FFT Output: Real=3fffba28ca1, Imag=00000e596ce
Time=59275000 FFT Output: Real=3fffca38b2d, Imag=00001756cfc
Time=59325000 FFT Output: Real=00007bfd827, Imag=3fffa61e4cf
Time=59375000 FFT Output: Real=3fffc9c8ba7, Imag=000042f312b
Time=59425000 FFT Output: Real=3fffbb55251, Imag=3ffffcf6116
Time=59475000 FFT Output: Real=00006fedde7, Imag=00001624298
Time=59525000 FFT Output: Real=3fffd4e9dc5, Imag=3fffd845407
Time=59575000 FFT Output: Real=000000849ba, Imag=3fffd32ce16
Time=59625000 FFT Output: Real=3ffff014d8f, Imag=00004bc9f5a
Time=59675000 FFT Output: Real=00003796e3c, Imag=3ffffc7c45e
Time=59725000 FFT Output: Real=3fffcb4bdf8, Imag=00001305e41
Time=59775000 FFT Output: Real=3fffcb902f6, Imag=3fffbdbe1af
Time=59825000 FFT Output: Real=0000534d3b4, Imag=00002f562d0
Time=59875000 FFT Output: Real=3fffdf5b033, Imag=3fffe0c9373
Time=59925000 FFT Output: Real=000035e452b, Imag=000026bbbdf
Time=59975000 FFT Output: Real=3fff9671501, Imag=3fffd7d17cc
Time=60025000 FFT Output: Real=000055551d9, Imag=3fffff5c146
Time=60075000 FFT Output: Real=3fffea750b0, Imag=000019ecb74
Time=60125000 FFT Output: Real=0000070b1b8, Imag=3fffe91dba9
Time=60175000 FFT Output: Real=3fffe4d7c5c, Imag=0000156475a
Time=60225000 FFT Output: Real=00002a1a72e, Imag=3fffc260349
Time=60275000 FFT Output: Real=3fffcec799b, Imag=00005937c44
Time=60325000 FFT Output: Real=0000222b6f9, Imag=00000646990
Time=60375000 FFT Output: Real=3fffef93373, Imag=3fffbc47bbc
Time=60425000 FFT Output: Real=3ffffb92ff6, Imag=000022e3efb
Time=60475000 FFT Output: Real=000026b6edb, Imag=3ffff5f122a
Time=60525000 FFT Output: Real=3fffdf60092, Imag=3ffffa1c78b
Time=60575000 FFT Output: Real=000003b00aa, Imag=0000004cf3f
Time=60625000 FFT Output: Real=3ffff98269a, Imag=00000123852
Time=60675000 FFT Output: Real=3ffffea6289, Imag=3ffffd909c2
Time=60725000 FFT Output: Real=000006493ea, Imag=000015069a4
Time=60775000 FFT Output: Real=3ffffba08c9, Imag=3fffe181c57
Time=60825000 FFT Output: Real=000016259b2, Imag=000016cc105
Time=60875000 FFT Output: Real=3ffff2d1b67, Imag=3ffff8d7de9
Time=60925000 FFT Output: Real=3ffff75dc42, Imag=00000cafd0e
Time=60975000 FFT Output: Real=0000109878f, Imag=3fffe624dbd
Time=61025000 FFT Output: Real=3fffef36ce3, Imag=00001b5d42c
Time=61075000 FFT Output: Real=000007105bf, Imag=3fffdf311cc
Time=61125000 FFT Output: Real=3ffffe52a83, Imag=000011f5ec4
Time=61175000 FFT Output: Real=000001551f1, Imag=00000fd7409
Time=61225000 FFT Output: Real=3ffffd6d6de, Imag=3fffdf4be46
Time=61275000 FFT Output: Real=000011e73f0, Imag=000013ad7e5
Time=61325000 FFT Output: Real=3fffdfdf6a6, Imag=3ffffb87324
Time=61375000 FFT Output: Real=00001496f0e, Imag=000001f919f
Time=61425000 FFT Output: Real=3ffffa5501f, Imag=3ffff02b8d2
Time=61475000 FFT Output: Real=00000732486, Imag=00001435881
Time=61525000 FFT Output: Real=3ffff87944e, Imag=0000098ea39
Time=61575000 FFT Output: Real=3ffffa76ede, Imag=3fffef8ad30
Time=61625000 FFT Output: Real=000012fac2d, Imag=0000025f621
Time=61675000 FFT Output: Real=3fffe293076, Imag=3ffffc642d1
Time=61725000 FFT Output: Real=000011fe18f, Imag=00000a3171c
Time=61775000 FFT Output: Real=0000118fc22, Imag=3fffebb8497
Time=61825000 FFT Output: Real=3fffe41a063, Imag=0000107ab95
Time=61875000 FFT Output: Real=00001484493, Imag=000009591ff
Time=61925000 FFT Output: Real=3fffee0e1eb, Imag=3fffee5d517
Time=61975000 FFT Output: Real=00000f2adde, Imag=0000034ad73
Time=62025000 FFT Output: Real=3fffe84984e, Imag=000001ee9bf
Time=62075000 FFT Output: Real=00000e71273, Imag=3ffff829204
Time=62125000 FFT Output: Real=000005d0179, Imag=000007cbde3
Time=62175000 FFT Output: Real=3ffff652955, Imag=3fffff94556
Time=62225000 FFT Output: Real=000013b1623, Imag=000004207e6
Time=62275000 FFT Output: Real=3fffeff305f, Imag=3ffff7f3e83
Time=62325000 FFT Output: Real=3ffffa3235b, Imag=00000857925
Time=62375000 FFT Output: Real=00000b5f623, Imag=3fffff85362
Time=62425000 FFT Output: Real=3ffff5b472c, Imag=3ffff3b127e
Time=62475000 FFT Output: Real=000005496ae, Imag=00000e27530
Time=62525000 FFT Output: Real=00000263673, Imag=3ffffdf68e9
Time=62575000 FFT Output: Real=0000017a114, Imag=3ffff1801a1
Time=62625000 FFT Output: Real=3ffff3f923a, Imag=0000087293d
Time=62675000 FFT Output: Real=00001aa7e00, Imag=00000796072
Time=62725000 FFT Output: Real=3fffe2c3716, Imag=3ffff7d4a6c
Time=62775000 FFT Output: Real=00000dcdada, Imag=3ffffff85bf
Time=62825000 FFT Output: Real=3fffff21f9c, Imag=000004b326d
Time=62875000 FFT Output: Real=3ffffdf41a5, Imag=3ffffdc0e40
Time=62925000 FFT Output: Real=3ffffdfb789, Imag=0000002252e
Time=62975000 FFT Output: Real=00000198577, Imag=000000a67c1
Time=63025000 FFT Output: Real=3ffff862c2b, Imag=3ffffe91e07
Time=63075000 FFT Output: Real=00000a8630a, Imag=3ffffa8061a
Time=63125000 FFT Output: Real=3fffffa2f3f, Imag=000007af700
Time=63175000 FFT Output: Real=000003f70f2, Imag=3ffff6fa06e
Time=63225000 FFT Output: Real=3ffff670a3c, Imag=00000ccacb7
Time=63275000 FFT Output: Real=00000afda4a, Imag=3ffffc414ee
Time=63325000 FFT Output: Real=3ffff82a6a8, Imag=3ffffa014a5
Time=63375000 FFT Output: Real=0000007dc8a, Imag=0000037aaf2
Time=63425000 FFT Output: Real=3ffffb5db77, Imag=000000bd3e2
Time=63475000 FFT Output: Real=000005a4c57, Imag=000000685b1
Time=63525000 FFT Output: Real=000002e4459, Imag=3ffffdb64ab
Time=63575000 FFT Output: Real=3ffff8d7bce, Imag=000000e7be6
Time=63625000 FFT Output: Real=3fffff2fa76, Imag=3ffffc2e43d
Time=63675000 FFT Output: Real=0000031fdbc, Imag=000007eedb5
Time=63725000 FFT Output: Real=000002f79e3, Imag=3ffff92dd24
Time=63775000 FFT Output: Real=3fffff1d37d, Imag=000002b6e80
Time=63825000 FFT Output: Real=3fffff0157b, Imag=000002720e2
Time=63875000 FFT Output: Real=000006ed671, Imag=00000056e33
Time=63925000 FFT Output: Real=3ffff2d0e00, Imag=3ffff722c20
Time=63975000 FFT Output: Real=00000318484, Imag=000008331aa
Time=64025000 FFT Output: Real=00000526b20, Imag=3ffffce2e9d
Time=64075000 FFT Output: Real=3ffffc50b7e, Imag=000001cd8e3
Time=64125000 FFT Output: Real=0000022f87f, Imag=3ffffc0df0f
Time=64175000 FFT Output: Real=0000005c357, Imag=000002d329c
Time=64225000 FFT Output: Real=3ffffd5ef2c, Imag=000000aeacb
Time=64275000 FFT Output: Real=00000241746, Imag=3fffff0f2d3
Time=64325000 FFT Output: Real=0000002d81f, Imag=3ffffe91c63
Time=64375000 FFT Output: Real=3ffffd3c788, Imag=000002591f6
Time=64425000 FFT Output: Real=00000177181, Imag=3ffffe5af17
Time=64475000 FFT Output: Real=0000016d955, Imag=3fffff69735
Time=64525000 FFT Output: Real=3ffffcdc8e1, Imag=000001ff945
Time=64575000 FFT Output: Real=0000026a811, Imag=3ffffe76fd6
Time=64625000 FFT Output: Real=3ffffefdee7, Imag=000001176d3
Time=64675000 FFT Output: Real=3fffffd6c7e, Imag=3ffffe075a3
Time=64725000 FFT Output: Real=0000000b0ff, Imag=000001a6338
Time=64775000 FFT Output: Real=000001a67d7, Imag=3ffffe52e60
Time=64825000 FFT Output: Real=3ffffea1914, Imag=000002349a0
Time=64875000 FFT Output: Real=3fffff05d6c, Imag=3ffffdb6ed0
Time=64925000 FFT Output: Real=00000210e40, Imag=000001e3a5b
Time=64975000 FFT Output: Real=3ffffeb614d, Imag=3fffff2b5d7
Time=65025000 FFT Output: Real=000000d9aed, Imag=3ffffec8bcc
Time=65075000 FFT Output: Real=3ffffea520a, Imag=00000191472
Time=65125000 FFT Output: Real=00000166438, Imag=3ffffe6cea0
Time=65175000 FFT Output: Real=3ffffe39c71, Imag=000001a2b6d
Time=65225000 FFT Output: Real=00000310274, Imag=0000003b3b7
Time=65275000 FFT Output: Real=3ffffcaa43e, Imag=3ffffcc90f9
Time=65325000 FFT Output: Real=0000007cfbd, Imag=0000033469a
Time=65375000 FFT Output: Real=00000165fdb, Imag=3ffffe19caf
Time=65425000 FFT Output: Real=3ffffedb14c, Imag=0000019497a
Time=65475000 FFT Output: Real=00000165c92, Imag=3ffffe44ce1
Time=65525000 FFT Output: Real=0000007e2e3, Imag=3fffff8093e
Time=65575000 FFT Output: Real=3ffffdda731, Imag=00000305b06
Time=65625000 FFT Output: Real=3fffffab9b9, Imag=3ffffcda218
Time=65675000 FFT Output: Real=000001ebd64, Imag=000000546df
Time=65725000 FFT Output: Real=3fffff081f3, Imag=000001e4b23
Time=65775000 FFT Output: Real=3ffffed8916, Imag=3ffffe6e526
Time=65825000 FFT Output: Real=000002caf1d, Imag=000000b5fd4
Time=65875000 FFT Output: Real=3ffffddd55c, Imag=000000735f7
Time=65925000 FFT Output: Real=00000159499, Imag=3ffffe0866b
Time=65975000 FFT Output: Real=3fffff3b4fa, Imag=00000075f4c
Time=66025000 FFT Output: Real=3fffff634dd, Imag=0000007b86a
Time=66075000 FFT Output: Real=000001812e7, Imag=000000a1ceb
Time=66125000 FFT Output: Real=3ffffec2cc0, Imag=3ffffea2ca9
Time=66175000 FFT Output: Real=0000003a664, Imag=000001041a9
Time=66225000 FFT Output: Real=3fffff91a84, Imag=00000073b00
Time=66275000 FFT Output: Real=0000019865c, Imag=3ffffea03ca
Time=66325000 FFT Output: Real=3ffffd8ccdc, Imag=3fffffb2630
Time=66375000 FFT Output: Real=000000a4aa0, Imag=0000010e3a5
Time=66425000 FFT Output: Real=00000130deb, Imag=3ffffed40d6
Time=66475000 FFT Output: Real=00000042968, Imag=00000169b1a
Time=66525000 FFT Output: Real=3fffffa37a9, Imag=3ffffe797b4
Time=66575000 FFT Output: Real=3fffff46df7, Imag=000001853b9
Time=66625000 FFT Output: Real=3fffffe5c48, Imag=3ffffd9ce7b
Time=66675000 FFT Output: Real=0000001cfa2, Imag=0000027e1d3
Time=66725000 FFT Output: Real=0000010dca7, Imag=3ffffe64d44
Time=66775000 FFT Output: Real=3ffffe2c34d, Imag=000000f8030
Time=66825000 FFT Output: Real=000001e1d19, Imag=3fffff0247c
Time=66875000 FFT Output: Real=3ffffe88a84, Imag=0000012e865
Time=66925000 FFT Output: Real=0000013dc5b, Imag=3ffffe53340
Time=66975000 FFT Output: Real=3ffffd71e22, Imag=0000009894d
Time=67025000 FFT Output: Real=00000214e52, Imag=3fffffabad8
Time=67075000 FFT Output: Real=000000bf30e, Imag=00000008c1b
Time=67125000 FFT Output: Real=3ffffe2deca, Imag=000000fd7fb
Time=67175000 FFT Output: Real=0000018ac44, Imag=3fffff63f25
Time=67225000 FFT Output: Real=3ffffea2458, Imag=3fffff48c84
Time=67275000 FFT Output: Real=00000181a78, Imag=00000059ae0
Time=67325000 FFT Output: Real=3ffffee1056, Imag=3fffffce25d
Time=67375000 FFT Output: Real=0000020ab3c, Imag=000000e7edd
Time=67425000 FFT Output: Real=3ffffca71c8, Imag=3ffffec9741
Time=67475000 FFT Output: Real=000002de6aa, Imag=3fffffa2a51
Time=67525000 FFT Output: Real=3ffffcf95b2, Imag=000002742d1
Time=67575000 FFT Output: Real=000002aee9a, Imag=3ffffddcfdd
Time=67625000 FFT Output: Real=3ffffd09ce4, Imag=000000ea314
Time=67675000 FFT Output: Real=000003abcab, Imag=3fffffeda45
Time=67725000 FFT Output: Real=3ffffdf16e8, Imag=3fffff0aa43
Time=67775000 FFT Output: Real=3fffff827e9, Imag=000001563fd
Time=67825000 FFT Output: Real=00000247194, Imag=3ffffd88ef7
Time=67875000 FFT Output: Real=3ffffc94c35, Imag=00000337728
Time=67925000 FFT Output: Real=000003131b2, Imag=3ffffd2b6b2
Time=67975000 FFT Output: Real=3fffff70bc0, Imag=00000205f40
Time=68025000 FFT Output: Real=3fffff54981, Imag=3ffffe6bbab
Time=68075000 FFT Output: Real=3fffff2a3c7, Imag=3fffffbf56e
Time=68125000 FFT Output: Real=0000012299f, Imag=0000018c719
Time=68175000 FFT Output: Real=3ffffebbadf, Imag=3ffffef6c5b
Time=68225000 FFT Output: Real=0000015ca0a, Imag=00000070185
Time=68275000 FFT Output: Real=3fffffe6f33, Imag=3fffff8bee5
Time=68325000 FFT Output: Real=3fffff31b94, Imag=000000acde6
Time=68375000 FFT Output: Real=0000006d2fb, Imag=3fffffcbf20
Time=68425000 FFT Output: Real=000000832aa, Imag=0000003cb09
Time=68475000 FFT Output: Real=00000007262, Imag=3fffff0aeac
Time=68525000 FFT Output: Real=00000010144, Imag=3fffff88dae
Time=68575000 FFT Output: Real=3ffffecb7b7, Imag=000001df2c4
Time=68625000 FFT Output: Real=00000149e53, Imag=3ffffefba15
Time=68675000 FFT Output: Real=3ffffe812ca, Imag=000000b5306
Time=68725000 FFT Output: Real=00000030b7a, Imag=3ffffefa34f
Time=68775000 FFT Output: Real=000000e4af5, Imag=3fffff7ae34
Time=68825000 FFT Output: Real=0000004d7ed, Imag=3fffffd9d09
Time=68875000 FFT Output: Real=3ffffe92d57, Imag=0000027f5cc
Time=68925000 FFT Output: Real=000000da43f, Imag=3ffffdb495b
Time=68975000 FFT Output: Real=0000006c54d, Imag=00000086da8
Time=69025000 FFT Output: Real=3fffff29334, Imag=00000084257
Time=69075000 FFT Output: Real=00000167fe0, Imag=3fffffefc30
Time=69125000 FFT Output: Real=3fffff030cc, Imag=3ffffedaafb
Time=69175000 FFT Output: Real=3ffffe6ae42, Imag=3fffffeca50
Time=69225000 FFT Output: Real=000003046de, Imag=000000c8787
Time=69275000 FFT Output: Real=3ffffd72d09, Imag=000000a91ce
Time=69325000 FFT Output: Real=000001b3c2a, Imag=3ffffe715f7
Time=69375000 FFT Output: Real=3ffffe0ecce, Imag=000000ac35a
Time=69425000 FFT Output: Real=00000225c30, Imag=00000071f7d
Time=69475000 FFT Output: Real=3ffffeba90d, Imag=3fffff08222
Time=69525000 FFT Output: Real=000000fbec5, Imag=0000000bbc8
Time=69575000 FFT Output: Real=3fffffac857, Imag=0000001c703
Time=69625000 FFT Output: Real=00000015dab, Imag=00000014954
Time=69675000 FFT Output: Real=3ffffea0da8, Imag=3fffffcc6ca
Time=69725000 FFT Output: Real=00000135a89, Imag=3fffffd64be
Time=69775000 FFT Output: Real=3fffff5789d, Imag=0000007e0fd
Time=69825000 FFT Output: Real=3fffffc8ae9, Imag=00000017b69
Time=69875000 FFT Output: Real=3fffffd04b8, Imag=3fffff427ad
Time=69925000 FFT Output: Real=000001f9d78, Imag=00000054d68
Time=69975000 FFT Output: Real=3ffffec3692, Imag=3fffff6ee98
Time=70025000 FFT Output: Real=3fffff27c92, Imag=00000110100
Time=70075000 FFT Output: Real=000000b6a80, Imag=3fffff6b2b2
Time=70125000 FFT Output: Real=000000448d1, Imag=0000001251b
Time=70175000 FFT Output: Real=3fffff65a57, Imag=3ffffe563cd
Time=70225000 FFT Output: Real=3fffff4fbbc, Imag=000001617cd
Time=70275000 FFT Output: Real=0000021c797, Imag=3ffffedce36
Time=70325000 FFT Output: Real=00000000000, Imag=000001b0f60
Time=70375000 FFT Output: Real=3ffffde4116, Imag=3fffff0c336
Time=70425000 FFT Output: Real=000000b0ae9, Imag=0000016136e
Time=70475000 FFT Output: Real=0000009a319, Imag=3ffffe5d940
Time=70525000 FFT Output: Real=3fffffbb592, Imag=00000012186
Time=70575000 FFT Output: Real=3fffff494ee, Imag=3fffff72749
Time=70625000 FFT Output: Real=000000d881a, Imag=00000110665
Time=70675000 FFT Output: Real=0000013c5c4, Imag=3fffff7131b
Time=70725000 FFT Output: Real=3ffffe06369, Imag=00000054f9f
Time=70775000 FFT Output: Real=0000002f5b1, Imag=3fffff3dcd3
Time=70825000 FFT Output: Real=00000037427, Imag=00000017e5f
Time=70875000 FFT Output: Real=000000a85f1, Imag=0000008870d
Time=70925000 FFT Output: Real=3ffffeca2ef, Imag=3fffffd69bf
Time=70975000 FFT Output: Real=0000015f56d, Imag=3fffffd29c2
Time=71025000 FFT Output: Real=3fffffea34e, Imag=00000014d58
Time=71075000 FFT Output: Real=0000005425a, Imag=00000001119
Time=71125000 FFT Output: Real=3fffff03aa8, Imag=0000000be75
Time=71175000 FFT Output: Real=00000145a11, Imag=3fffff19668
Time=71225000 FFT Output: Real=3ffffdda2f1, Imag=000000720d5
Time=71275000 FFT Output: Real=000001f1731, Imag=000000b161f
Time=71325000 FFT Output: Real=3ffffe4c285, Imag=3ffffe7172c
Time=71375000 FFT Output: Real=0000028d56e, Imag=000000ac6b6
Time=71425000 FFT Output: Real=3ffffcfb7b4, Imag=000000c886b
Time=71475000 FFT Output: Real=000001956fa, Imag=3fffffe54f6
Time=71525000 FFT Output: Real=000000fce43, Imag=3ffffedaa07
Time=71575000 FFT Output: Real=3ffffe98006, Imag=3ffffff9c2e
Time=71625000 FFT Output: Real=000000d729a, Imag=00000084197
Time=71675000 FFT Output: Real=3fffff93d0e, Imag=0000008a9e1
Time=71725000 FFT Output: Real=3fffff25903, Imag=3ffffdb4550
Time=71775000 FFT Output: Real=0000016d514, Imag=000002883d6
Time=71825000 FFT Output: Real=3fffffb2e72, Imag=3fffffd9e38
Time=71875000 FFT Output: Real=3fffff1b0aa, Imag=3fffff7505d
Time=71925000 FFT Output: Real=3fffffcf2d4, Imag=3ffffefa657
Time=71975000 FFT Output: Real=0000017ea91, Imag=000000a8ea0
Time=72025000 FFT Output: Real=3ffffeb60fb, Imag=3ffffefb98c
Time=72075000 FFT Output: Real=000001351f3, Imag=000001e5a18
Time=72125000 FFT Output: Real=3fffffeec63, Imag=3fffff8924f
Time=72175000 FFT Output: Real=3ffffff988f, Imag=3fffff1c435
Time=72225000 FFT Output: Real=3fffff7d4e9, Imag=0000003c876
Time=72275000 FFT Output: Real=3fffff919e3, Imag=3fffffc885a
Time=72325000 FFT Output: Real=000000ce9f3, Imag=000000ad44d
Time=72375000 FFT Output: Real=000000191d4, Imag=3fffff82e98
Time=72425000 FFT Output: Real=3ffffea37b9, Imag=0000006fc60
Time=72475000 FFT Output: Real=00000143d26, Imag=3ffffeefd8e
Time=72525000 FFT Output: Real=3ffffedd978, Imag=0000018c355
Time=72575000 FFT Output: Real=000000d6568, Imag=3fffffbfe9d
Time=72625000 FFT Output: Real=000000aacb4, Imag=3ffffe6ba04
Time=72675000 FFT Output: Real=0000008f0f9, Imag=0000021b29f
Time=72725000 FFT Output: Real=3ffffcece1f, Imag=3ffffd2b52d
Time=72775000 FFT Output: Real=0000036b6a5, Imag=00000328ffa
Time=72825000 FFT Output: Real=3ffffdb8749, Imag=3ffffd890d6
Time=72875000 FFT Output: Real=0000007d9ea, Imag=000001573da
Time=72925000 FFT Output: Real=0000020e426, Imag=3fffff0addd
Time=72975000 FFT Output: Real=3ffffc54824, Imag=3fffffe7f2c
Time=73025000 FFT Output: Real=000002f6562, Imag=000000ea881
Time=73075000 FFT Output: Real=3ffffd50f9f, Imag=3ffffddd8be
Time=73125000 FFT Output: Real=00000306975, Imag=00000274284
Time=73175000 FFT Output: Real=3ffffd219bf, Imag=3fffffa5e44
Time=73225000 FFT Output: Real=0000035905a, Imag=3ffffec92d1
Time=73275000 FFT Output: Real=3ffffdf5399, Imag=000000de106
Time=73325000 FFT Output: Real=0000011edce, Imag=3fffffce491
Time=73375000 FFT Output: Real=3ffffe7eb50, Imag=00000068379
Time=73425000 FFT Output: Real=0000015dfd6, Imag=3fffff48e12
Time=73475000 FFT Output: Real=3ffffe75567, Imag=3fffff62bd2
Time=73525000 FFT Output: Real=000001d2136, Imag=000000fd7fc
Time=73575000 FFT Output: Real=3fffff40793, Imag=3ffffff1695
Time=73625000 FFT Output: Real=3ffffdead34, Imag=3fffffabd19
Time=73675000 FFT Output: Real=0000028e5b1, Imag=0000008fb33
Time=73725000 FFT Output: Real=3ffffec2570, Imag=3ffffe53502
Time=73775000 FFT Output: Real=00000177439, Imag=000001319d3
Time=73825000 FFT Output: Real=3ffffe1e09d, Imag=3fffff02486
Time=73875000 FFT Output: Real=000001d3ebf, Imag=000000f13a0
Time=73925000 FFT Output: Real=3ffffef22ff, Imag=3ffffe64dba
Time=73975000 FFT Output: Real=3fffffe2ac5, Imag=00000273d2b
Time=74025000 FFT Output: Real=0000001a386, Imag=3ffffd9ccae
Time=74075000 FFT Output: Real=000000b97d8, Imag=0000017c64b
Time=74125000 FFT Output: Real=0000005c63e, Imag=3ffffe79410
Time=74175000 FFT Output: Real=3fffffbd940, Imag=00000166e49
Time=74225000 FFT Output: Real=3ffffecf4cf, Imag=3ffffed41a6
Time=74275000 FFT Output: Real=3fffff5b2dc, Imag=0000010ffc3
Time=74325000 FFT Output: Real=0000027368a, Imag=3fffffb25af
Time=74375000 FFT Output: Real=3ffffe67c9e, Imag=3ffffeb145a
Time=74425000 FFT Output: Real=0000006ef5d, Imag=00000073667
Time=74475000 FFT Output: Real=3fffffc5248, Imag=00000108dfb
Time=74525000 FFT Output: Real=0000013d755, Imag=3ffffea2d48
Time=74575000 FFT Output: Real=3ffffe7f2b8, Imag=000000af6a1
Time=74625000 FFT Output: Real=0000009c6d5, Imag=0000007b823
Time=74675000 FFT Output: Real=000000c4aab, Imag=00000074b47
Time=74725000 FFT Output: Real=3ffffea69e9, Imag=3ffffe0845b
Time=74775000 FFT Output: Real=00000222770, Imag=0000007de59
Time=74825000 FFT Output: Real=3ffffd34f7a, Imag=000000b6003
Time=74875000 FFT Output: Real=000001275a9, Imag=3ffffe679b6
Time=74925000 FFT Output: Real=000000f7a9f, Imag=000001e504b
Time=74975000 FFT Output: Real=3ffffe14847, Imag=0000005be3c
Time=75025000 FFT Output: Real=00000053f47, Imag=3ffffcd9fcc
Time=75075000 FFT Output: Real=000002256d7, Imag=00000314a7d
Time=75125000 FFT Output: Real=3fffff81c69, Imag=3fffff808d3
Time=75175000 FFT Output: Real=3ffffe9a4bf, Imag=3ffffe408fa
Time=75225000 FFT Output: Real=00000125442, Imag=00000194cfa
Time=75275000 FFT Output: Real=3ffffe99b5e, Imag=3ffffe26d6c
Time=75325000 FFT Output: Real=3fffff8305d, Imag=0000033497f
Time=75375000 FFT Output: Real=00000355fd4, Imag=3ffffcd2d3d
Time=75425000 FFT Output: Real=3ffffcefb4a, Imag=0000003ad6d
Time=75475000 FFT Output: Real=000001c6354, Imag=000001b200e
Time=75525000 FFT Output: Real=3ffffe99cf6, Imag=3ffffe6c8b4
Time=75575000 FFT Output: Real=0000015a56a, Imag=00000195521
Time=75625000 FFT Output: Real=3fffff26ada, Imag=3ffffec80eb
Time=75675000 FFT Output: Real=00000149e5b, Imag=3fffff3dbde
Time=75725000 FFT Output: Real=3ffffdee8f5, Imag=000001e42aa
Time=75775000 FFT Output: Real=000000fa5a9, Imag=3ffffdb07ad
Time=75825000 FFT Output: Real=0000015e977, Imag=000002347eb
Time=75875000 FFT Output: Real=3ffffe5a058, Imag=3ffffe482f2
Time=75925000 FFT Output: Real=3ffffff4e1d, Imag=000001a62ee
Time=75975000 FFT Output: Real=00000028e4a, Imag=3ffffe0049a
Time=76025000 FFT Output: Real=0000010248c, Imag=00000117743
Time=76075000 FFT Output: Real=3ffffd95800, Imag=3ffffe722e0
Time=76125000 FFT Output: Real=0000032379c, Imag=000001ffc6b
